Travel_ID,Traveler_Name,Gender,Age,Country,City,Travel_Type,Transport_Mode,Booking_Source,Travel_Month,Travel_Year,Stay_Days,Travel_Cost,Hotel_Type,Rating,Season
T0247,Traveler_247,Male,21,USA,Sydney,Business,Flight,Agent,June,2023,10,55591,Standard,5,Summer
T0248,Traveler_248,Male,32,Germany,Bangkok,Business,Train,Online,September,2024,9,83653,Standard,3,Summer
T0249,Traveler_249,Male,42,UAE,Paris,Business,Flight,Online,October,2022,7,43769,Budget,5,Summer
T0250,Traveler_250,Female,52,UAE,Bangkok,Business,Train,Online,June,2023,4,119179,Luxury,5,Monsoon
T0251,Traveler_251,Female,22,Thailand,Bangkok,Business,Bus,Online,August,2022,5,22351,Standard,4,Monsoon
T0252,Traveler_252,Male,34,UAE,Goa,Leisure,Flight,Online,February,2022,10,92506,Budget,4,Winter
T0253,Traveler_253,Male,44,USA,London,Business,Bus,Agent,January,2024,9,101722,Luxury,3,Summer
T0254,Traveler_254,Male,26,Singapore,Rome,Leisure,Flight,Online,June,2023,4,119563,Standard,4,Summer
T0255,Traveler_255,Male,21,Australia,Singapore,Leisure,Train,Agent,October,2024,2,62929,Luxury,3,Monsoon
T0256,Traveler_256,Male,54,UAE,Rome,Business,Flight,Agent,June,2022,2,106864,Standard,3,Summer
T0257,Traveler_257,Male,26,Australia,Rome,Business,Train,Agent,August,2022,10,42989,Luxury,3,Summer
T0258,Traveler_258,Male,54,India,London,Leisure,Flight,Agent,May,2022,10,107178,Budget,4,Winter
T0259,Traveler_259,Male,30,UK,New York,Business,Flight,Agent,April,2023,3,101042,Luxury,3,Winter
T0260,Traveler_260,Male,43,France,Rome,Leisure,Train,Agent,July,2022,7,34306,Luxury,4,Summer
T0261,Traveler_261,Female,35,Australia,Goa,Leisure,Bus,Agent,August,2023,5,38046,Standard,5,Monsoon
T0262,Traveler_262,Female,33,Germany,Bangkok,Leisure,Train,Online,March,2022,9,55802,Standard,3,Winter
T0263,Traveler_263,Female,45,UK,Goa,Business,Flight,Agent,November,2022,5,55936,Luxury,4,Monsoon
T0264,Traveler_264,Female,47,UAE,New York,Business,Train,Agent,November,2023,8,78644,Budget,5,Monsoon
T0265,Traveler_265,Male,43,UK,Singapore,Leisure,Train,Online,March,2022,2,96507,Luxury,5,Winter
T0266,Traveler_266,Male,38,Singapore,Berlin,Business,Bus,Agent,July,2024,7,116919,Standard,5,Summer
T0267,Traveler_267,Female,24,Italy,Sydney,Business,Flight,Online,September,2023,10,86870,Standard,5,Monsoon
T0268,Traveler_268,Female,56,Germany,Berlin,Business,Train,Agent,April,2022,8,27460,Standard,4,Winter
T0269,Traveler_269,Female,54,Italy,Sydney,Business,Bus,Online,March,2022,3,16701,Luxury,5,Monsoon
T0270,Traveler_270,Male,22,France,Sydney,Business,Bus,Agent,December,2023,3,21579,Luxury,5,Monsoon
T0271,Traveler_271,Female,50,France,Rome,Leisure,Flight,Agent,January,2024,4,92697,Luxury,5,Summer
T0272,Traveler_272,Female,21,UAE,Berlin,Leisure,Bus,Online,April,2023,3,26564,Standard,5,Summer
T0273,Traveler_273,Male,54,India,Singapore,Leisure,Bus,Agent,February,2023,3,45553,Standard,5,Winter
T0274,Traveler_274,Female,28,Australia,Dubai,Leisure,Train,Online,July,2022,10,62666,Budget,5,Summer
T0275,Traveler_275,Female,23,USA,Dubai,Leisure,Flight,Online,November,2024,3,27924,Standard,3,Monsoon
T0276,Traveler_276,Male,31,Australia,Goa,Leisure,Train,Agent,July,2023,5,103143,Standard,3,Summer
T0277,Traveler_277,Female,29,Australia,London,Leisure,Train,Online,February,2023,9,96985,Luxury,3,Winter
T0278,Traveler_278,Male,25,Thailand,New York,Leisure,Train,Online,September,2022,7,74429,Standard,3,Monsoon
T0279,Traveler_279,Male,22,USA,Dubai,Leisure,Flight,Agent,December,2022,3,117132,Luxury,3,Summer
T0280,Traveler_280,Female,34,UK,Dubai,Business,Bus,Online,March,2022,4,109305,Standard,4,Monsoon
T0281,Traveler_281,Male,29,UAE,Rome,Business,Train,Online,May,2022,7,23084,Luxury,5,Summer
T0282,Traveler_282,Female,60,France,Dubai,Leisure,Bus,Online,July,2023,8,70115,Luxury,4,Monsoon
T0283,Traveler_283,Female,42,Australia,Rome,Leisure,Train,Agent,December,2022,3,42394,Budget,3,Monsoon
T0284,Traveler_284,Male,49,Thailand,New York,Leisure,Flight,Agent,April,2024,6,45210,Luxury,3,Summer
T0285,Traveler_285,Male,55,UK,Rome,Business,Flight,Agent,January,2024,3,77305,Budget,4,Monsoon
T0286,Traveler_286,Male,51,France,Bangkok,Leisure,Bus,Agent,March,2023,5,23891,Luxury,4,Monsoon
T0287,Traveler_287,Female,53,Singapore,Rome,Leisure,Train,Agent,December,2024,2,27232,Luxury,3,Monsoon
T0288,Traveler_288,Male,55,USA,Paris,Business,Train,Online,August,2024,2,41853,Standard,3,Monsoon
T0289,Traveler_289,Female,45,Thailand,Singapore,Business,Flight,Agent,June,2024,6,93275,Luxury,4,Summer
T0290,Traveler_290,Male,57,Singapore,Singapore,Leisure,Train,Agent,July,2024,7,60141,Luxury,5,Monsoon
T0291,Traveler_291,Female,26,India,Goa,Leisure,Train,Online,March,2023,2,112052,Standard,4,Winter
T0292,Traveler_292,Female,33,USA,Goa,Leisure,Flight,Agent,November,2023,4,55498,Standard,5,Summer
T0293,Traveler_293,Female,51,UK,Rome,Leisure,Bus,Online,March,2022,6,98284,Standard,5,Monsoon
T0294,Traveler_294,Female,48,India,London,Leisure,Flight,Online,March,2022,8,51197,Standard,3,Monsoon
T0295,Traveler_295,Male,24,Singapore,Rome,Leisure,Train,Online,January,2024,9,62811,Standard,4,Summer
T0296,Traveler_296,Male,52,India,Sydney,Business,Flight,Agent,June,2022,10,16694,Luxury,3,Monsoon
T0297,Traveler_297,Male,27,India,London,Business,Bus,Agent,September,2022,9,27853,Luxury,3,Monsoon
T0298,Traveler_298,Female,25,India,Rome,Business,Train,Agent,May,2024,9,76388,Budget,5,Summer
T0299,Traveler_299,Female,51,Australia,Sydney,Business,Flight,Online,September,2023,10,97544,Budget,4,Winter
T0300,Traveler_300,Male,41,UK,Dubai,Business,Train,Online,September,2024,6,46906,Luxury,3,Summer
T0301,Traveler_301,Male,31,France,Bangkok,Business,Flight,Agent,October,2023,9,17887,Budget,5,Summer
T0302,Traveler_302,Female,58,India,Sydney,Business,Train,Agent,November,2023,3,17287,Budget,3,Summer
T0303,Traveler_303,Male,59,Australia,Paris,Business,Bus,Agent,November,2024,4,93446,Standard,4,Summer
T0304,Traveler_304,Male,60,Singapore,Berlin,Leisure,Flight,Online,April,2024,3,111272,Standard,5,Monsoon
T0305,Traveler_305,Female,52,UK,Berlin,Business,Flight,Agent,June,2023,8,108059,Standard,3,Summer
T0306,Traveler_306,Female,29,Italy,Rome,Leisure,Flight,Agent,November,2024,8,106093,Budget,5,Monsoon
T0307,Traveler_307,Female,47,Singapore,Goa,Business,Bus,Agent,August,2022,5,118041,Standard,3,Monsoon
T0308,Traveler_308,Female,41,Germany,Dubai,Leisure,Train,Agent,November,2024,7,27125,Luxury,5,Summer
T0309,Traveler_309,Female,23,India,Paris,Leisure,Bus,Online,November,2023,9,92275,Standard,5,Winter
T0310,Traveler_310,Female,34,UAE,London,Business,Flight,Agent,October,2022,3,57031,Standard,4,Winter
T0311,Traveler_311,Female,29,Singapore,Bangkok,Business,Flight,Agent,November,2023,6,23956,Budget,4,Monsoon
T0312,Traveler_312,Female,38,India,Paris,Leisure,Bus,Online,November,2023,4,30676,Standard,5,Summer
T0313,Traveler_313,Male,42,UK,Bangkok,Business,Bus,Agent,October,2024,5,102568,Budget,5,Winter
T0314,Traveler_314,Female,50,Italy,Bangkok,Business,Flight,Agent,March,2024,8,22816,Luxury,3,Winter
T0315,Traveler_315,Female,21,Singapore,London,Business,Flight,Agent,May,2022,9,27036,Luxury,5,Summer
T0316,Traveler_316,Male,55,UK,Bangkok,Leisure,Train,Agent,April,2022,2,40548,Luxury,3,Winter
T0317,Traveler_317,Female,20,France,Rome,Leisure,Train,Agent,March,2024,2,64296,Standard,3,Winter
T0318,Traveler_318,Female,26,Germany,Paris,Leisure,Train,Online,December,2024,2,28273,Luxury,4,Summer
T0319,Traveler_319,Female,48,Australia,Sydney,Business,Train,Agent,October,2023,5,96418,Luxury,5,Winter
T0320,Traveler_320,Female,30,France,New York,Business,Flight,Agent,August,2023,7,36267,Luxury,4,Winter
T0321,Traveler_321,Female,24,Germany,New York,Business,Bus,Agent,March,2024,5,34208,Budget,4,Monsoon
T0322,Traveler_322,Female,31,France,New York,Leisure,Bus,Agent,January,2023,9,91723,Budget,5,Winter
T0323,Traveler_323,Female,43,Australia,New York,Business,Bus,Agent,June,2024,5,53095,Standard,5,Monsoon
T0324,Traveler_324,Male,34,Australia,Berlin,Business,Train,Online,June,2023,3,20818,Standard,4,Monsoon
T0325,Traveler_325,Male,18,Thailand,Sydney,Business,Flight,Online,May,2024,6,105210,Standard,3,Summer
T0326,Traveler_326,Female,34,Italy,Goa,Leisure,Train,Online,October,2022,9,87638,Budget,4,Monsoon
T0327,Traveler_327,Male,32,France,London,Business,Flight,Online,May,2022,4,113674,Standard,3,Winter
T0328,Traveler_328,Female,39,India,Singapore,Leisure,Train,Online,January,2022,7,30506,Standard,3,Winter
T0329,Traveler_329,Male,49,Thailand,Rome,Leisure,Flight,Agent,January,2024,5,34817,Luxury,5,Winter
T0330,Traveler_330,Male,31,Thailand,Sydney,Leisure,Bus,Agent,November,2024,4,63319,Standard,4,Winter
T0331,Traveler_331,Male,21,UAE,Berlin,Business,Bus,Online,February,2024,9,29405,Luxury,5,Winter
T0332,Traveler_332,Male,47,France,London,Leisure,Train,Online,July,2022,8,17883,Standard,5,Winter
T0333,Traveler_333,Male,41,Australia,Singapore,Leisure,Train,Online,December,2023,7,25065,Standard,5,Winter
T0334,Traveler_334,Male,46,Germany,Rome,Leisure,Train,Online,August,2024,7,21679,Standard,5,Summer
T0335,Traveler_335,Female,56,UK,Singapore,Leisure,Bus,Online,July,2022,5,73890,Standard,5,Winter
T0336,Traveler_336,Male,24,UK,London,Business,Train,Online,February,2024,7,87810,Luxury,3,Summer
T0337,Traveler_337,Female,18,Italy,New York,Leisure,Flight,Online,July,2023,4,26348,Standard,3,Summer
T0338,Traveler_338,Male,46,Germany,Bangkok,Business,Bus,Online,April,2023,6,40196,Standard,4,Winter
T0339,Traveler_339,Male,42,Germany,Paris,Leisure,Train,Online,September,2023,5,63648,Standard,3,Winter
T0340,Traveler_340,Male,26,Singapore,Bangkok,Business,Bus,Online,February,2023,9,108170,Budget,4,Winter
T0341,Traveler_341,Male,51,Singapore,Paris,Business,Flight,Online,May,2022,7,118212,Luxury,5,Summer
T0342,Traveler_342,Male,28,Germany,London,Leisure,Flight,Online,April,2023,4,73857,Budget,4,Monsoon
T0343,Traveler_343,Male,18,Singapore,Goa,Leisure,Bus,Agent,May,2024,8,43927,Luxury,5,Winter
T0344,Traveler_344,Female,31,Italy,Singapore,Leisure,Flight,Online,May,2024,10,37024,Luxury,4,Monsoon
T0345,Traveler_345,Male,48,Singapore,Paris,Leisure,Bus,Online,November,2023,6,103402,Standard,5,Winter
T0346,Traveler_346,Female,35,USA,Bangkok,Business,Train,Agent,August,2024,6,29363,Budget,5,Winter
T0347,Traveler_347,Male,33,UK,Sydney,Business,Train,Online,January,2024,9,79612,Budget,5,Summer
T0348,Traveler_348,Male,24,Thailand,Sydney,Business,Flight,Agent,April,2022,7,72568,Budget,5,Winter
T0349,Traveler_349,Male,59,India,Bangkok,Leisure,Bus,Agent,June,2023,2,75832,Luxury,4,Monsoon
T0350,Traveler_350,Male,32,Italy,Sydney,Business,Bus,Agent,October,2022,2,119482,Luxury,4,Winter
T0351,Traveler_351,Female,21,Germany,Sydney,Business,Bus,Agent,January,2022,10,97856,Budget,4,Monsoon
T0352,Traveler_352,Female,28,France,Bangkok,Business,Train,Online,July,2023,9,93908,Standard,5,Summer
T0353,Traveler_353,Female,25,UK,Sydney,Leisure,Train,Online,April,2023,10,94823,Budget,4,Monsoon
T0354,Traveler_354,Female,49,USA,Paris,Business,Flight,Agent,October,2023,10,87281,Budget,3,Winter
T0355,Traveler_355,Male,38,UK,Goa,Business,Flight,Agent,June,2023,7,88021,Budget,3,Summer
T0356,Traveler_356,Male,58,UAE,Goa,Business,Train,Online,March,2024,9,107849,Luxury,4,Summer
T0357,Traveler_357,Male,59,UAE,Rome,Leisure,Train,Agent,September,2022,9,45149,Standard,3,Summer
T0358,Traveler_358,Female,54,Australia,Paris,Business,Flight,Online,August,2022,6,77277,Standard,5,Summer
T0359,Traveler_359,Female,25,UAE,Singapore,Business,Train,Agent,May,2024,9,76083,Luxury,4,Monsoon
T0360,Traveler_360,Male,32,India,Bangkok,Business,Flight,Online,December,2023,6,113363,Standard,4,Monsoon
T0361,Traveler_361,Female,45,UAE,Singapore,Leisure,Flight,Online,April,2022,5,56882,Luxury,5,Winter
T0362,Traveler_362,Male,41,USA,Bangkok,Business,Train,Agent,July,2022,6,102245,Luxury,3,Monsoon
T0363,Traveler_363,Male,23,Singapore,Berlin,Business,Flight,Online,November,2024,8,43186,Standard,4,Summer
T0364,Traveler_364,Female,48,Italy,Berlin,Leisure,Train,Agent,March,2022,3,18607,Standard,3,Monsoon
T0365,Traveler_365,Female,59,UK,New York,Leisure,Bus,Online,September,2023,5,47664,Luxury,3,Monsoon
T0366,Traveler_366,Male,43,USA,Goa,Business,Bus,Agent,March,2024,10,104118,Standard,5,Monsoon
T0367,Traveler_367,Male,25,Australia,Paris,Business,Train,Agent,October,2022,9,39436,Luxury,3,Monsoon
T0368,Traveler_368,Female,32,Singapore,New York,Leisure,Bus,Agent,August,2022,9,82215,Budget,4,Summer
T0369,Traveler_369,Male,36,India,Paris,Leisure,Flight,Online,December,2024,10,78725,Standard,3,Winter
T0370,Traveler_370,Female,33,Germany,New York,Business,Train,Online,February,2023,10,58057,Budget,5,Winter
T0371,Traveler_371,Male,46,USA,New York,Business,Flight,Agent,March,2022,8,39899,Budget,5,Monsoon
T0372,Traveler_372,Male,36,Thailand,Paris,Leisure,Bus,Online,September,2023,4,115981,Budget,4,Summer
T0373,Traveler_373,Male,21,Thailand,Berlin,Business,Train,Online,March,2023,3,27368,Standard,5,Winter
T0374,Traveler_374,Female,51,Australia,Singapore,Business,Flight,Online,January,2024,10,61706,Budget,3,Winter
T0375,Traveler_375,Female,46,Italy,Bangkok,Business,Train,Agent,August,2023,4,95450,Budget,5,Winter
T0376,Traveler_376,Male,56,Italy,Sydney,Business,Train,Online,September,2023,5,36222,Standard,4,Winter
T0377,Traveler_377,Male,25,UAE,Bangkok,Leisure,Train,Agent,June,2022,6,105501,Standard,3,Summer
T0378,Traveler_378,Female,55,Australia,Rome,Leisure,Bus,Agent,February,2022,5,37273,Luxury,5,Winter
T0379,Traveler_379,Female,28,Thailand,Sydney,Leisure,Flight,Agent,August,2022,6,111269,Luxury,5,Summer
T0380,Traveler_380,Male,51,Australia,Bangkok,Leisure,Bus,Online,September,2023,10,119649,Budget,3,Summer
T0381,Traveler_381,Female,44,UK,Rome,Business,Bus,Online,March,2022,7,113711,Budget,3,Summer
T0382,Traveler_382,Male,23,Germany,New York,Business,Bus,Online,November,2024,10,72843,Standard,4,Monsoon
T0383,Traveler_383,Male,24,USA,Dubai,Leisure,Flight,Agent,December,2022,2,61095,Budget,5,Summer
T0384,Traveler_384,Male,25,Australia,New York,Leisure,Bus,Online,February,2023,5,18510,Budget,3,Monsoon
T0385,Traveler_385,Female,39,UK,Sydney,Business,Flight,Agent,June,2022,10,76857,Budget,3,Winter
T0386,Traveler_386,Male,31,UAE,Berlin,Business,Flight,Online,May,2022,3,38786,Luxury,3,Monsoon
T0387,Traveler_387,Female,33,India,Paris,Business,Flight,Online,August,2022,8,86338,Budget,3,Winter
T0388,Traveler_388,Male,37,Australia,Sydney,Business,Train,Agent,August,2023,8,114223,Budget,5,Winter
T0389,Traveler_389,Female,57,India,Paris,Business,Train,Agent,October,2022,9,108329,Standard,4,Summer
T0390,Traveler_390,Female,55,Germany,Berlin,Leisure,Train,Agent,May,2023,10,87565,Luxury,5,Summer
T0391,Traveler_391,Female,20,Australia,London,Business,Train,Agent,April,2024,4,106555,Budget,4,Winter
T0392,Traveler_392,Female,39,India,London,Business,Train,Online,December,2024,6,52179,Standard,4,Winter
T0393,Traveler_393,Male,35,USA,Bangkok,Leisure,Train,Online,September,2024,8,107125,Luxury,3,Winter
T0394,Traveler_394,Male,20,UK,Dubai,Leisure,Bus,Agent,February,2022,5,97363,Luxury,5,Winter
T0395,Traveler_395,Male,43,Australia,Dubai,Leisure,Bus,Agent,April,2024,5,79776,Standard,5,Winter
T0396,Traveler_396,Female,52,UAE,Rome,Business,Flight,Online,September,2024,9,57950,Luxury,5,Summer
T0397,Traveler_397,Female,29,UK,London,Business,Bus,Online,April,2023,9,54161,Luxury,4,Summer
T0398,Traveler_398,Female,43,UK,Goa,Business,Bus,Agent,September,2023,4,109572,Standard,4,Summer
T0399,Traveler_399,Female,49,UAE,Goa,Business,Bus,Online,October,2022,5,48218,Standard,5,Monsoon
T0400,Traveler_400,Male,24,Germany,Dubai,Leisure,Flight,Agent,January,2022,8,93032,Budget,3,Summer
T0401,Traveler_401,Male,43,India,New York,Business,Train,Online,June,2024,6,49505,Luxury,5,Winter
T0402,Traveler_402,Male,31,UAE,Bangkok,Business,Train,Online,October,2024,10,101503,Standard,4,Monsoon
T0403,Traveler_403,Female,32,Australia,Berlin,Business,Flight,Online,August,2022,5,106684,Budget,5,Monsoon
T0404,Traveler_404,Female,29,France,Dubai,Leisure,Train,Online,May,2024,9,84507,Budget,3,Monsoon
T0405,Traveler_405,Female,53,Germany,Goa,Leisure,Bus,Online,May,2023,8,33654,Standard,3,Monsoon
T0406,Traveler_406,Female,53,France,London,Leisure,Flight,Online,June,2023,2,110768,Luxury,3,Summer
T0407,Traveler_407,Female,23,Australia,Goa,Business,Flight,Agent,March,2022,5,52130,Standard,4,Summer
T0408,Traveler_408,Male,36,UK,London,Leisure,Train,Online,June,2024,9,89154,Standard,3,Summer
T0409,Traveler_409,Male,32,UK,London,Business,Flight,Online,December,2022,5,96271,Standard,5,Summer
T0410,Traveler_410,Male,52,India,New York,Business,Flight,Online,May,2022,8,40932,Standard,3,Monsoon
T0411,Traveler_411,Female,38,Germany,Dubai,Business,Flight,Online,January,2023,9,101339,Luxury,4,Winter
T0412,Traveler_412,Female,46,USA,Sydney,Leisure,Bus,Online,June,2023,3,94906,Budget,3,Monsoon
T0413,Traveler_413,Female,24,Australia,Sydney,Leisure,Train,Agent,January,2023,5,34100,Luxury,5,Summer
T0414,Traveler_414,Male,45,Thailand,Sydney,Business,Flight,Online,July,2023,9,71796,Luxury,4,Monsoon
T0415,Traveler_415,Female,25,France,Paris,Business,Flight,Online,October,2022,2,41026,Budget,3,Winter
T0416,Traveler_416,Female,56,Singapore,Sydney,Business,Flight,Agent,May,2024,6,46643,Budget,4,Monsoon
T0417,Traveler_417,Female,30,USA,Paris,Business,Train,Agent,August,2024,6,80652,Budget,4,Summer
T0418,Traveler_418,Male,28,India,Rome,Business,Flight,Online,May,2023,10,36695,Budget,3,Winter
T0419,Traveler_419,Female,60,UK,London,Business,Bus,Agent,March,2023,9,35580,Standard,5,Winter
T0420,Traveler_420,Male,41,Italy,Dubai,Leisure,Train,Online,December,2023,10,76367,Standard,5,Summer
T0421,Traveler_421,Female,18,France,New York,Business,Flight,Online,April,2023,2,49157,Budget,3,Summer
T0422,Traveler_422,Male,40,Singapore,New York,Business,Bus,Agent,April,2022,9,119742,Luxury,3,Monsoon
T0423,Traveler_423,Female,50,Singapore,New York,Business,Train,Agent,February,2022,6,73858,Budget,3,Winter
T0424,Traveler_424,Male,20,Singapore,Sydney,Business,Flight,Online,April,2023,4,78244,Standard,4,Monsoon
T0425,Traveler_425,Female,56,Italy,Goa,Business,Train,Agent,January,2022,8,79940,Luxury,4,Summer
T0426,Traveler_426,Male,29,Singapore,Singapore,Leisure,Train,Agent,October,2024,9,68864,Luxury,5,Winter
T0427,Traveler_427,Male,60,Singapore,Paris,Leisure,Flight,Agent,December,2024,6,64830,Budget,3,Summer
T0428,Traveler_428,Female,38,India,Paris,Leisure,Flight,Agent,October,2023,6,23996,Luxury,3,Summer
T0429,Traveler_429,Female,59,Germany,Rome,Leisure,Bus,Online,November,2023,6,84327,Standard,4,Monsoon
T0430,Traveler_430,Male,36,UAE,Dubai,Leisure,Bus,Agent,March,2022,10,92797,Standard,4,Monsoon
T0431,Traveler_431,Female,41,Australia,New York,Leisure,Flight,Online,December,2024,8,104588,Luxury,5,Summer
T0432,Traveler_432,Male,56,Italy,Rome,Business,Flight,Agent,May,2023,10,37385,Standard,4,Summer
T0433,Traveler_433,Male,19,UAE,Dubai,Business,Flight,Online,October,2024,9,21169,Budget,3,Monsoon
T0434,Traveler_434,Female,53,Thailand,Bangkok,Business,Bus,Agent,March,2022,3,22505,Luxury,4,Monsoon
T0435,Traveler_435,Male,30,Italy,Sydney,Business,Flight,Agent,April,2024,9,89581,Luxury,3,Monsoon
T0436,Traveler_436,Female,27,Singapore,New York,Leisure,Train,Agent,April,2022,7,33114,Standard,5,Summer
T0437,Traveler_437,Male,35,Italy,London,Business,Train,Agent,August,2023,10,100333,Standard,3,Winter
T0438,Traveler_438,Male,49,France,Rome,Leisure,Flight,Agent,May,2023,8,92588,Standard,3,Monsoon
T0439,Traveler_439,Female,31,France,New York,Leisure,Bus,Agent,December,2023,6,113298,Budget,5,Summer
T0440,Traveler_440,Female,57,UAE,Dubai,Business,Train,Online,June,2024,3,35397,Standard,5,Monsoon
T0441,Traveler_441,Male,40,Singapore,Rome,Leisure,Bus,Agent,June,2023,9,115326,Luxury,3,Summer
T0442,Traveler_442,Male,20,USA,Sydney,Business,Flight,Online,September,2023,9,52181,Standard,5,Monsoon
T0443,Traveler_443,Female,25,UK,Sydney,Business,Flight,Agent,July,2023,4,107721,Standard,3,Winter
T0444,Traveler_444,Male,56,Australia,Sydney,Business,Flight,Agent,October,2023,6,109140,Luxury,5,Winter
T0445,Traveler_445,Male,31,Australia,Dubai,Business,Train,Online,July,2022,3,28129,Standard,3,Monsoon
T0446,Traveler_446,Male,28,France,Paris,Business,Train,Online,March,2022,9,26826,Luxury,5,Winter
T0447,Traveler_447,Female,23,USA,Rome,Business,Train,Agent,May,2022,3,73959,Budget,3,Summer
T0448,Traveler_448,Female,22,France,Dubai,Leisure,Flight,Online,April,2023,6,104358,Standard,5,Monsoon
T0449,Traveler_449,Female,51,USA,Goa,Business,Bus,Online,September,2024,9,83708,Standard,5,Summer
T0450,Traveler_450,Female,56,Thailand,London,Leisure,Train,Online,July,2024,10,93515,Luxury,5,Winter
T0451,Traveler_451,Male,41,France,Bangkok,Leisure,Flight,Online,February,2023,7,73886,Luxury,4,Monsoon
